creator_id,nickname,creator_type,persona_tags,pgy_url,profile_url,followers_count,liked_collected_count,quote_price,video_quote_price,budget_status,daily_read_median,daily_interaction_median,natural_cpe,image_cpm,video_cpm,status,topic_point
pgy-ref:60c1b1780000000001007e21,卡汁,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/60c1b1780000000001007e21?track_id=kolSimilar_f2a35be89f5a403dbe8efc0fe5cee485&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/60c1b1780000000001007e21,1900.0,13000.0,720.0,720.0,通过,2592.0,272.0,1.65,,74.05,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2592.0；互动中位数 272.0
pgy-ref:59355ed75e87e71ec27163bb,ChristinaChex,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/59355ed75e87e71ec27163bb?track_id=kolSimilar_f2a35be89f5a403dbe8efc0fe5cee485&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/59355ed75e87e71ec27163bb,5000.0,53000.0,1100.0,1100.0,超预算,819.0,120.0,4.56,,131.85,待补数据,海外留学生；参考合作形式：视频；阅读中位数 819.0；互动中位数 120.0
pgy-ref:5adc8d9111be106485ef79f6,kaonichiwa,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5adc8d9111be106485ef79f6?track_id=kolSimilar_a02b739673224eb6a78df4be988f8b4d&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5adc8d9111be106485ef79f6,2100.0,43000.0,550.0,550.0,通过,757.0,88.0,4.89,,38.18,待补数据,海外留学生；参考合作形式：视频；阅读中位数 757.0；互动中位数 88.0
pgy-ref:5ba466be3046ad0001f84839,Sandy庄庄,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5ba466be3046ad0001f84839?track_id=kolSimilar_895ebd81644d4dcdbe42e12c19ede9e2&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5ba466be3046ad0001f84839,5400.0,48000.0,780.0,780.0,通过,1279.0,79.0,7.06,,82.75,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1279.0；互动中位数 79.0
pgy-ref:5d2205d100000000160269fa,aronnnuo,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5d2205d100000000160269fa?track_id=kolSimilar_895ebd81644d4dcdbe42e12c19ede9e2&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5d2205d100000000160269fa,7000.0,139000.0,700.0,,通过,17022.0,2257.0,0.31,8.45,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 17022.0；互动中位数 2257.0
pgy-ref:6103788e0000000001006c94,轻武器_757,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/6103788e0000000001006c94?track_id=kolSimilar_a977878639c54bf5aad7cd393960b38c&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/6103788e0000000001006c94,1800.0,13000.0,500.0,,通过,12129.0,789.0,0.63,8.86,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 12129.0；互动中位数 789.0
pgy-ref:63ca185d0000000026004212,一只Flochi,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/63ca185d0000000026004212?track_id=kolSimilar_2862b0fd894e4d748f60d0e00d95a139&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/63ca185d0000000026004212,5500.0,15000.0,400.0,400.0,通过,1491.0,398.0,1.11,,63.69,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1491.0；互动中位数 398.0
pgy-ref:5d211d420000000012025568,Augenstern,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5d211d420000000012025568?track_id=kolSimilar_3516864b06364fb692bb775a846ddb20&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5d211d420000000012025568,13000.0,163000.0,1000.0,,通过,1522.0,171.0,5.85,134.33,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 1522.0；互动中位数 171.0
pgy-ref:5c653c7900000000100056f6,小猪joyce,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5c653c7900000000100056f6?track_id=kolSimilar_3516864b06364fb692bb775a846ddb20&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5c653c7900000000100056f6,14000.0,194000.0,650.0,,通过,3518.0,443.0,1.61,36.12,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 3518.0；互动中位数 443.0
pgy-ref:628720ac00000000210263dc,一条咸芋,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/628720ac00000000210263dc?track_id=kolSimilar_8215d7de580a4d77880a439c837ad369&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/628720ac00000000210263dc,42000.0,342000.0,1600.0,1600.0,超预算,7219.0,465.0,1.08,,21.29,待补数据,海外留学生；参考合作形式：视频；阅读中位数 7219.0；互动中位数 465.0
pgy-ref:60a25e91000000000101f567,Aymee,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/60a25e91000000000101f567?track_id=kolMatch_a4cbafe7f6064784aecd7c51c388adb7&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/60a25e91000000000101f567,2700.0,43000.0,330.0,,通过,465.0,92.0,3.58,121.64,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 465.0；互动中位数 92.0
pgy-ref:68575ca8000000001d017cf5,偷吃奶酪的汤姆猫🧀,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/68575ca8000000001d017cf5?track_id=kolMatch_a4cbafe7f6064784aecd7c51c388adb7&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/68575ca8000000001d017cf5,2200.0,11000.0,450.0,450.0,通过,5971.0,815.0,0.4,,8.75,待补数据,海外留学生；参考合作形式：视频；阅读中位数 5971.0；互动中位数 815.0
pgy-ref:66ddf937000000001d020eaa,抹茶豆沙包,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/66ddf937000000001d020eaa?track_id=kolMatch_a4cbafe7f6064784aecd7c51c388adb7&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/66ddf937000000001d020eaa,2700.0,4700.0,250.0,250.0,通过,1014.0,37.0,6.67,,50.68,待补数据,海外留学生；参考合作形式：视频；阅读中位数 1014.0；互动中位数 37.0
pgy-ref:618cad750000000010009cff,Chen.slife,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/618cad750000000010009cff?track_id=kolSimilar_aa414d884dc441d386882f4fa60115a8&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/618cad750000000010009cff,6800.000000000001,297000.0,600.0,,通过,1551.0,178.0,3.37,74.57,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 1551.0；互动中位数 178.0
pgy-ref:5dbcfd340000000001000c48,Medstudy.diary,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5dbcfd340000000001000c48?track_id=kolSimilar_c89c7cc294d14ed396ea174a973521d2&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5dbcfd340000000001000c48,1300.0,7500.0,650.0,650.0,通过,548.0,72.0,4.86,,145.65,待补数据,海外留学生；参考合作形式：视频；阅读中位数 548.0；互动中位数 72.0
pgy-ref:5e64bc4800000000010043e2,十二叁,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5e64bc4800000000010043e2?track_id=kolMatch_0f77dac5045144b58df547e14de9ab91&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5e64bc4800000000010043e2,5800.0,268000.0,1500.0,1500.0,超预算,2441.0,637.0,1.73,,64.8,待补数据,留学背景；参考合作形式：视频；阅读中位数 2441.0；互动中位数 637.0
pgy-ref:5b7c3dda35e3d800017d1654,酥味鸭Sylvia,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5b7c3dda35e3d800017d1654?track_id=kolSimilar_e37aa14b32df41dca3e0d00d13a7f1eb&source=Advertiser_Similar_Kol,https://www.xiaohongshu.com/user/profile/5b7c3dda35e3d800017d1654,4600.0,61000.0,900.0,900.0,通过,4901.0,117.0,4.27,,27.81,待补数据,留学背景；参考合作形式：视频；阅读中位数 4901.0；互动中位数 117.0
pgy-ref:63cf88d30000000026012a84,学英语的只只呀～,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/63cf88d30000000026012a84?track_id=kolSimilar_1cc92ae2513a427b9b3e2be45b03ce3f&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/63cf88d30000000026012a84,46000.0,194000.0,250.0,,通过,3671.0,1094.0,0.23,5.17,,待补数据,留学背景；参考合作形式：图文；阅读中位数 3671.0；互动中位数 1094.0
pgy-ref:612428a00000000001017af0,Raydeng,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/612428a00000000001017af0?track_id=kolSimilar_1cc92ae2513a427b9b3e2be45b03ce3f&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/612428a00000000001017af0,4700.0,102000.0,450.0,450.0,通过,2793.0,431.0,0.49,,17.76,待补数据,海外留学生；参考合作形式：视频；阅读中位数 2793.0；互动中位数 431.0
pgy-ref:61c5e6c20000000021023f80,万万别着急,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/61c5e6c20000000021023f80?track_id=kolSimilar_07e08423f3b94e4a89c5f2788fccdb37&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/61c5e6c20000000021023f80,8500.0,270000.0,600.0,,通过,8415.0,556.0,1.08,13.14,,待补数据,留学背景；参考合作形式：图文；阅读中位数 8415.0；互动中位数 556.0
pgy-ref:5f0f104f000000000101c987,春梨要早睡,留学背景,留学背景、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/5f0f104f000000000101c987?track_id=kolSimilar_f5ae3a91f4d54c4c85d025cc204423ea&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/5f0f104f000000000101c987,3100.0,76000.0,650.0,650.0,通过,4338.0,277.0,1.26,,18.39,待补数据,留学背景；参考合作形式：视频；阅读中位数 4338.0；互动中位数 277.0
pgy-ref:60cf01e0000000002002d618,lunaqv_,海外留学生,海外留学生、听课宝参考优质达人、留学/海外身份,https://pgy.xiaohongshu.com/solar/pre-trade/blogger-detail/60cf01e0000000002002d618?track_id=kolSimilar_990d0173ff5f4b4b83ebd0b8644d259a&fromRoute=Advertiser_Kol&source=Advertiser_Kol,https://www.xiaohongshu.com/user/profile/60cf01e0000000002002d618,2100.0,30000.0,1100.0,,超预算,1984.0,315.0,3.81,106.22,,待补数据,海外留学生；参考合作形式：图文；阅读中位数 1984.0；互动中位数 315.0
